chr	start	end
Chr12	9915292	9922660
Chr12	9925755	9926231
Chr12	9926572	9928990
Chr12	9946902	9948757
Chr12	9959419	9961216
Chr12	9980554	9984649
Chr12	9986281	9987914
Chr12	9991899	9993338
Chr12	9995004	9996448
Chr12	10006155	10008871
Chr12	10010499	10014292
Chr12	10016692	10021360
Chr12	10021950	10022638
Chr12	10040168	10043912
Chr12	10048848	10053017
Chr12	10053411	10055200
Chr12	10058717	10067621
Chr12	10068815	10069114
Chr12	10069992	10072433
Chr12	10078303	10080093
Chr12	10080398	10081661
Chr12	10085349	10086187
Chr12	10115552	10117125
Chr12	10119975	10121344
Chr12	10125171	10126117
Chr12	10129038	10136350
Chr12	10139814	10140819
Chr12	10146644	10147987
Chr12	10163704	10166628
Chr12	10183278	10185025
Chr12	10194067	10196413
Chr12	10200560	10202663
Chr12	10207052	10207672
Chr12	10207858	10211169
Chr12	10211508	10212437
Chr12	10254081	10257510
Chr12	10258233	10258964
Chr12	10280904	10286711
Chr12	10293567	10297912
Chr12	10299527	10300726
Chr12	10302211	10306110
Chr12	10310423	10310884
Chr12	10320404	10321997
Chr12	10324411	10324647
Chr12	10338724	10338927
Chr12	10348715	10358852
Chr12	10366593	10369518
Chr12	10387170	10388456
Chr12	10399859	10402575
Chr12	10417663	10425828
Chr12	10436088	10444026
Chr12	10454432	10458548
Chr12	10458960	10466192
Chr12	10468182	10478398
Chr12	10483259	10484937
Chr12	10486870	10487832
Chr12	10506833	10515806
Chr12	10526723	10529311
Chr12	10530524	10531647
Chr12	10533787	10534086
Chr12	10540173	10543977
Chr12	10606359	10612068
Chr12	10624037	10635373
Chr12	10651961	10653450
Chr12	10669458	10671969
Chr12	10691909	10692268
Chr12	10695483	10697523
Chr12	10700945	10704019
Chr12	10709964	10710281
Chr12	10711881	10717818
Chr12	10724195	10725087
Chr12	10732272	10733458
Chr12	10737814	10738224
Chr12	10756636	10762855
Chr12	10766538	10769036
Chr12	10770955	10775430
Chr12	10785563	10786177
Chr12	10790598	10791068
Chr12	10799671	10802198
Chr12	10807162	10809022
Chr12	10815086	10816852
Chr12	10822534	10833768
Chr12	10841537	10843399
Chr12	10848187	10856328
Chr12	10862289	10872221
Chr12	10874413	10877400
Chr12	10878553	10879088
Chr12	10893286	10894106
Chr12	10900850	10906863
Chr12	10929107	10931819
Chr12	10935574	10942446
Chr12	10959501	10962676
Chr12	10963340	10974343
Chr12	10975501	10978404
Chr12	10979018	10982783
Chr12	10998649	11004311
Chr12	11045695	11057114
Chr12	11060727	11073485
Chr12	11079395	11080053
Chr12	11081124	11083634
Chr12	11091485	11091787
Chr12	11108996	11113096
Chr12	11133098	11133415
Chr12	11137921	11141605
Chr12	11151183	11151968
Chr12	11152262	11154420
Chr12	11166091	11169301
Chr12	11171369	11173231
Chr12	11175016	11176143
Chr12	11184671	11191740
Chr12	11193846	11205134
Chr12	11205640	11206020
Chr12	11208568	11209180
Chr12	11218610	11232984
Chr12	11242571	11260721
Chr12	11262563	11278448
Chr12	11285709	11286134
Chr12	11288542	11288955
Chr12	11295835	11296285
Chr12	11320267	11322547
Chr12	11349808	11357236
Chr12	11362596	11378756
Chr12	11411968	11418406
Chr12	11419980	11429180
Chr12	11431810	11432217
Chr12	11460855	11461516
Chr12	11575915	11576554
Chr12	11582874	11583137
Chr12	11603515	11605459
Chr12	11640608	11641538
Chr12	11642106	11644993
Chr12	11679027	11679542
Chr12	11714284	11714639
Chr12	11715886	11724620
Chr12	11727395	11744531
Chr12	11780531	11782070
Chr12	11821806	11823137
Chr12	11843818	11845360
Chr12	11862606	11865895
Chr12	11866899	11871634
Chr12	11879444	11886693
Chr12	11889506	11890039
Chr12	11892617	11895189
Chr12	11900790	11902586
Chr12	11904646	11907293
Chr12	11915387	11918741
Chr12	11934525	11936652
Chr12	12013031	12015177
Chr12	12075112	12087744
Chr12	12109863	12112010
Chr12	12147779	12148153
Chr12	12178059	12178723
Chr12	12180052	12182940
Chr12	12189328	12189591
Chr12	12195256	12202953
Chr12	12204428	12208058
Chr12	12221391	12223748
Chr12	12231330	12232628
Chr12	12236575	12237477
Chr12	12244135	12244350
Chr12	12247191	12249907
Chr12	12258432	12262067
Chr12	12264653	12268289
Chr12	12270380	12274370
Chr12	12276607	12276801
Chr12	12298941	12299204
Chr12	12303478	12304062
Chr12	12306113	12311010
Chr12	12312707	12318342
Chr12	12319519	12320281
Chr12	12321660	12330212
Chr12	12344454	12345495
Chr12	12349459	12353649
Chr12	12354378	12356859
Chr12	12360294	12360962
Chr12	12361388	12362433
Chr12	12367296	12368813
Chr12	12383202	12389338
Chr12	12392727	12396638
Chr12	12415241	12418014
Chr12	12425383	12432769
Chr12	12433463	12440898
Chr12	12441885	12443554
Chr12	12450699	12455058
Chr12	12471994	12472878
Chr12	12524324	12524863
Chr12	12529165	12531897
Chr12	12556297	12556746
Chr12	12568757	12587004
Chr12	12620140	12621292
Chr12	12676780	12677058
Chr12	12691105	12695287
Chr12	12696830	12697682
Chr12	12717933	12718454
Chr12	12762895	12765776
Chr12	12780442	12784337
Chr12	12786650	12788062
Chr12	12792447	12792868
Chr12	12799592	12800390
Chr12	12807803	12808519
Chr12	12810613	12813667
Chr12	12840874	12841583
Chr12	12845190	12851765
Chr12	12853109	12854092
Chr12	12863197	12863503
Chr12	12864399	12866192
Chr12	12892693	12893547
Chr12	12899543	12899959
Chr12	12906575	12907416
Chr12	12909168	12909823
Chr12	12911508	12913175
Chr12	12933872	12936267
Chr12	12940764	12942258
Chr12	12971077	12972330
Chr12	12986903	12989769
Chr12	13008513	13011396
Chr12	13017446	13021475
Chr12	13054197	13055584
Chr12	13095417	13096603
Chr12	13098848	13099411
Chr12	13099648	13102786
Chr12	13103626	13106311
Chr12	13111080	13114159
Chr12	13115139	13117356
Chr12	13120417	13121180
Chr12	13130104	13133066
Chr12	13141898	13146586
Chr12	13162790	13164582
Chr12	13177329	13179007
Chr12	13196439	13197185
Chr12	13199778	13200187
Chr12	13210015	13210452
Chr12	13215277	13218309
Chr12	13240426	13241508
Chr12	13265745	13268144
Chr12	13270312	13271836
Chr12	13292887	13294017
Chr12	13298371	13299500
Chr12	13322980	13326780
Chr12	13328676	13330065
Chr12	13345743	13347747
Chr12	13377677	13378412
Chr12	13404068	13408308
Chr12	13409397	13409926
Chr12	13412936	13413223
Chr12	13420158	13423084
Chr12	13431119	13432621
Chr12	13435006	13436007
Chr12	13444611	13445594
Chr12	13448990	13449859
Chr12	13475725	13476603
Chr12	13487313	13490733
Chr12	13492035	13499278
Chr12	13512082	13513451
Chr12	13515676	13519928
Chr12	13527832	13532982
Chr12	13540947	13541678
Chr12	13554699	13559387
Chr12	13576746	13577428
Chr12	13582618	13582949
Chr12	13589859	13592821
Chr12	13599671	13601136
Chr12	13603035	13604213
Chr12	13610365	13611468
Chr12	13621965	13622246
Chr12	13625244	13627725
Chr12	13646065	13647997
Chr12	13657099	13658780
Chr12	13660662	13660946
Chr12	13661628	13665792
Chr12	13678302	13678960
Chr12	13697068	13702579
Chr12	13703310	13703841
Chr12	13705072	13706157
Chr12	13735026	13738628
Chr12	13739443	13740402
Chr12	13746447	13746875
Chr12	13761534	13782378
Chr12	13795056	13798874
Chr12	13807819	13810723
Chr12	13812070	13815456
Chr12	13815662	13829792
Chr12	13842667	13843008
Chr12	13875181	13876219
Chr12	13879143	13881525
Chr12	13885480	13888224
Chr12	13913932	13915732
Chr12	13917411	13920570
Chr12	13924803	13932562
Chr12	13936541	13938215
Chr12	13967473	13968425
Chr12	13977581	13979961
Chr12	13981991	13982915
Chr12	13986406	13991082
Chr12	13997812	13998786
Chr12	14010016	14010654
Chr12	14012791	14020313
Chr12	14026695	14037355
Chr12	14054531	14057142
Chr12	14065242	14065489
Chr12	14092304	14092729
Chr12	14106587	14107617
Chr12	14109288	14114508
Chr12	14122889	14123444
Chr12	14125241	14125525
Chr12	14131418	14138281
Chr12	14232903	14234903
Chr12	14242088	14242522
Chr12	14254562	14254771
Chr12	14259103	14261254
Chr12	14282181	14282564
Chr12	14336774	14341232
Chr12	14358730	14360386
Chr12	14360576	14362291
Chr12	14411272	14412023
Chr12	14420420	14421533
Chr12	14423595	14424893
Chr12	14433330	14434052
Chr12	14435484	14435822
Chr12	14447812	14448345
Chr12	14449900	14451653
Chr12	14453237	14456740
Chr12	14487396	14491027
Chr12	14503331	14503903
Chr12	14513535	14514350
Chr12	14517299	14517631
Chr12	14530905	14532094
Chr12	14541245	14541916
Chr12	14561339	14568508
Chr12	14615024	14618038
Chr12	14627231	14630363
Chr12	14632245	14633780
Chr12	14652534	14652969
Chr12	14660161	14660849
Chr12	14699662	14701159
Chr12	14707784	14710293
Chr12	14713945	14716498
Chr12	14734808	14735080
Chr12	14750365	14752251
Chr12	14779926	14783008
Chr12	14783214	14783735
Chr12	14827312	14830607
Chr12	14838519	14845431
Chr12	14847608	14848665
Chr12	14866006	14867813
Chr12	14883197	14885538
Chr12	14887908	14890480
Chr12	14893170	14896430
Chr12	14897145	14904687
Chr12	14912243	14916625
Chr12	14929802	14930352
Chr12	14933192	14933967
Chr12	14945190	14945465
Chr12	14963121	14963695
Chr12	14967699	14968381
Chr12	14974986	14977565
Chr12	14988203	14990057
Chr12	15006297	15007010
Chr12	15010095	15011426
Chr12	15017157	15017733
Chr12	15067343	15067630
Chr12	15114515	15117827
Chr12	15121175	15124607
Chr12	15126681	15128000
Chr12	15127532	15129908
Chr12	15131742	15132455
Chr12	15134407	15140195
Chr12	15141093	15146292
Chr12	15169595	15169972
Chr12	15182760	15184112
Chr12	15197758	15201444
Chr12	15242753	15244830
Chr12	15250583	15251317
Chr12	15284375	15284994
Chr12	15323983	15324805
Chr12	15330146	15340505
Chr12	15348116	15348960
Chr12	15374452	15374754
Chr12	15397529	15398131
Chr12	15412488	15413910
Chr12	15421574	15423811
Chr12	15432948	15434479
Chr12	15458020	15458818
Chr12	15461856	15463265
Chr12	15472883	15475357
Chr12	15498809	15499785
Chr12	15507230	15508492
Chr12	15509665	15512162
Chr12	15576079	15578289
Chr12	15631605	15631764
Chr12	15636871	15637980
Chr12	15639469	15640444
Chr12	15662054	15662697
Chr12	15669838	15672752
Chr12	15728555	15734371
Chr12	15753988	15754746
Chr12	15758649	15760484
Chr12	15763495	15764654
Chr12	15768942	15769544
Chr12	15772670	15773116
Chr12	15776462	15779924
Chr12	15788561	15789163
Chr12	15804786	15805070
Chr12	15810118	15811211
Chr12	15823528	15823821
Chr12	15828551	15828832
Chr12	15829597	15829950
Chr12	15833953	15835285
Chr12	15842475	15845828
Chr12	15848618	15851558
Chr12	15856699	15857103
Chr12	15857979	15866742
Chr12	15894603	15899508
Chr12	15901446	15901904
Chr12	15957523	15961912
Chr12	15962726	15963490
Chr12	15965963	15968591
Chr12	15969814	15973501
Chr12	15977702	15981387
Chr12	15998272	16005481
Chr12	16029313	16029667
Chr12	16033682	16034050
Chr12	16052256	16054897
Chr12	16061381	16061989
Chr12	16074768	16076255
Chr12	16078545	16082055
Chr12	16092281	16102824
Chr12	16129364	16132283
Chr12	16142404	16143182
Chr12	16144947	16146126
Chr12	16167902	16168603
Chr12	16169967	16170716
Chr12	16191933	16193158
Chr12	16196117	16199488
Chr12	16224340	16224813
Chr12	16239814	16241466
Chr12	16262715	16266384
Chr12	16278035	16279881
Chr12	16304046	16304879
Chr12	16330235	16331976
Chr12	16333424	16336399
Chr12	16348583	16349050
Chr12	16360687	16361217
Chr12	16364628	16366007
Chr12	16367935	16369170
Chr12	16370113	16373651
Chr12	16382230	16384022
Chr12	16391425	16392971
Chr12	16394238	16394546
Chr12	16398238	16400772
Chr12	16406275	16406653
Chr12	16412695	16413610
Chr12	16457449	16458388
Chr12	16463056	16463951
Chr12	16469119	16469933
Chr12	16482431	16483024
Chr12	16486154	16486732
Chr12	16500199	16507888
Chr12	16514758	16515475
Chr12	16519711	16520331
Chr12	16527772	16530546
Chr12	16537555	16539872
Chr12	16543442	16544787
Chr12	16565027	16565942
Chr12	16571935	16578205
Chr12	16580944	16581273
Chr12	16582654	16585354
Chr12	16589062	16596002
Chr12	16597325	16598918
Chr12	16616739	16618725
Chr12	16635706	16636083
Chr12	16640803	16642694
Chr12	16649537	16652458
Chr12	16662266	16662907
Chr12	16686982	16691645
Chr12	16702513	16707209
Chr12	16705556	16712920
Chr12	16720672	16723581
Chr12	16739280	16739836
Chr12	16742045	16743263
Chr12	16756744	16759682
Chr12	16769650	16770997
Chr12	16779068	16779556
Chr12	16784963	16786551
Chr12	16794747	16797637
Chr12	16814904	16816028
Chr12	16852381	16852956
Chr12	16872597	16874580
Chr12	16881787	16885485
Chr12	16909016	16910870
Chr12	16923968	16926952
Chr12	16964046	16965648
Chr12	16966605	16970953
Chr12	16980981	16984681
Chr12	16988415	16990867
Chr12	16999331	16999837
Chr12	17009382	17011944
Chr12	17015650	17015895
Chr12	17021331	17022089
Chr12	17024764	17027802
Chr12	17038112	17038903
Chr12	17063128	17063568
Chr12	17064606	17065385
Chr12	17070764	17071549
Chr12	17089569	17090084
Chr12	17195668	17197280
Chr12	17200010	17200607
Chr12	17263634	17268209
Chr12	17270791	17271150
Chr12	17275386	17275750
Chr12	17290218	17293159
Chr12	17302073	17305326
Chr12	17317338	17317952
Chr12	17320271	17323309
Chr12	17354834	17357230
Chr12	17362964	17365528
Chr12	17367334	17368402
Chr12	17376279	17378734
Chr12	17391342	17392732
Chr12	17406189	17413878
Chr12	17415611	17425464
Chr12	17441549	17443641
Chr12	17461961	17463240
Chr12	17463629	17465265
Chr12	17467654	17468309
Chr12	17478005	17479712
Chr12	17482835	17487133
Chr12	17489227	17490822
Chr12	17512505	17513121
Chr12	17514849	17515759
Chr12	17537308	17539450
Chr12	17544164	17544679
Chr12	17571537	17577896
Chr12	17607994	17610016
Chr12	17612376	17618590
Chr12	17619415	17623995
Chr12	17624459	17626192
Chr12	17628062	17632426
Chr12	17655629	17656481
Chr12	17660935	17661361
Chr12	17661454	17665772
Chr12	17668569	17670103
Chr12	17671194	17674760
Chr12	17680782	17682674
Chr12	17684779	17694915
Chr12	17695043	17698326
Chr12	17701444	17706118
Chr12	17708000	17712514
Chr12	17735989	17740563
Chr12	17726822	17727358
Chr12	17722900	17724709
Chr12	17775969	17776505
Chr12	17779264	17782698
Chr12	17786025	17788513
Chr12	17788672	17791111
Chr12	17802116	17803368
Chr12	17821695	17823945
Chr12	17825055	17828052
Chr12	17841183	17842237
Chr12	17864155	17866315
Chr12	17892074	17894557
Chr12	17900930	17903046
Chr12	17907578	17908652
Chr12	17915628	17919555
Chr12	17924519	17931694
Chr12	17939177	17940163
Chr12	17955781	17964343
Chr12	17964736	17967748
Chr12	17979097	17983355
Chr12	18002159	18005088
Chr12	18007084	18010253
Chr12	18013097	18015767
Chr12	18037190	18038956
Chr12	18068567	18069798
Chr12	18098675	18101837
Chr12	18108872	18109999
Chr12	18111165	18113735
Chr12	18115908	18120680
Chr12	18121743	18121994
Chr12	18160376	18163150
Chr12	18204255	18204802
Chr12	18208007	18208558
Chr12	18234792	18235094
Chr12	18256993	18260689
Chr12	18271681	18272321
Chr12	18272552	18273001
Chr12	18287567	18291438
Chr12	18298317	18299104
Chr12	18301225	18305712
Chr12	18308207	18310486
Chr12	18310909	18313102
Chr12	18314936	18319067
Chr12	18334665	18349360
Chr12	18351588	18353679
Chr12	18353983	18355756
Chr12	18356584	18357129
Chr12	18360998	18362152
Chr12	18364306	18365038
Chr12	18369705	18373748
Chr12	18383645	18385743
Chr12	18388480	18391086
Chr12	18412446	18413541
Chr12	18429364	18432919
Chr12	18446075	18450017
Chr12	18458490	18459000
Chr12	18461349	18461716
Chr12	18464758	18465114
Chr12	18469213	18474449
Chr12	18484906	18488018
Chr12	18492545	18494731
Chr12	18508388	18509035
Chr12	18509843	18528700
Chr12	18531433	18532165
Chr12	18576987	18580501
Chr12	18581363	18582042
Chr12	18582539	18584926
Chr12	18586364	18587954
Chr12	18592473	18593350
Chr12	18607532	18612301
Chr12	18613983	18614921
Chr12	18618482	18621147
Chr12	18631583	18636437
Chr12	18660378	18664109
Chr12	18666790	18667107
Chr12	18689344	18689694
Chr12	18752660	18756357
Chr12	18757946	18764040
Chr12	18773393	18776332
Chr12	18783467	18787349
Chr12	18825068	18826615
Chr12	18831404	18833134
Chr12	18844838	18845668
Chr12	18847035	18847621
Chr12	18851065	18852758
Chr12	18855637	18860647
Chr12	18876115	18879204
Chr12	18879399	18882414
Chr12	18883741	18884366
Chr12	18891632	18892276
Chr12	18893310	18895347
Chr12	18898172	18899570
Chr12	18903675	18904665
Chr12	18908831	18913018
Chr12	18913254	18915691
Chr12	18918230	18920690
Chr12	18922804	18931492
Chr12	18932890	18936126
Chr12	18938714	18943800
Chr12	18954678	18955772
Chr12	18959387	18959839
Chr12	18967432	18970531
Chr12	18972204	18977828
Chr12	18984634	18986648
Chr12	19010765	19014461
Chr12	19035623	19038953
Chr12	19043758	19048583
Chr12	19052482	19053999
Chr12	19055878	19060976
Chr12	19075126	19075614
Chr12	19077672	19078358
Chr12	19079740	19080620
Chr12	19089135	19092961
Chr12	19106070	19115282
Chr12	19119314	19122577
Chr12	19121756	19124395
Chr12	19126131	19129712
Chr12	19129924	19133778
Chr12	19138380	19143545
Chr12	19147384	19150955
Chr12	19151192	19156207
Chr12	19158097	19161631
Chr12	19161734	19166420
Chr12	19180634	19185917
Chr12	19193640	19196033
Chr12	19199289	19205185
Chr12	19203972	19206302
Chr12	19212341	19213768
Chr12	19228306	19229779
Chr12	19274353	19277654
Chr12	19293000	19293509
Chr12	19319291	19320584
Chr12	19327625	19327843
Chr12	19332567	19333950
Chr12	19338780	19339538
Chr12	19346294	19347073
Chr12	19354159	19354899
Chr12	19363074	19366196
Chr12	19381453	19382291
Chr12	19391809	19392730
Chr12	19405188	19408062
Chr12	19413951	19414736
Chr12	19424812	19428465
Chr12	19428927	19431251
Chr12	19434470	19438060
Chr12	19440718	19447196
Chr12	19452169	19456650
Chr12	19462665	19465720
Chr12	19473728	19478606
Chr12	19481083	19482377
Chr12	19488028	19492689
Chr12	19493161	19494922
Chr12	19495191	19496003
Chr12	19500749	19501090
Chr12	19502408	19503836
Chr12	19505514	19510770
Chr12	19513311	19518657
Chr12	19518736	19521111
Chr12	19528060	19528377
Chr12	19531927	19534814
Chr12	19536726	19541133
Chr12	19543820	19544475
Chr12	19546556	19547564
Chr12	19557622	19560049
Chr12	19578843	19585165
Chr12	19596995	19602217
Chr12	19608951	19611928
Chr12	19612303	19622937
Chr12	19628116	19630317
Chr12	19633112	19634444
Chr12	19634489	19637985
Chr12	19642566	19650227
Chr12	19656902	19660522
Chr12	19663107	19667757
Chr12	19671866	19674318
Chr12	19675353	19676314
Chr12	19680028	19682088
Chr12	19684832	19687895
Chr12	19694851	19698500
Chr12	19701010	19708048
Chr12	19703788	19710182
Chr12	19716108	19719992
Chr12	19730411	19734112
Chr12	19734698	19743121
Chr12	19747824	19749276
Chr12	19754146	19757913
Chr12	19763892	19767594
Chr12	19779505	19786587
Chr12	19788309	19791483
Chr12	19792032	19794091
Chr12	19805936	19809658
Chr12	19826091	19826627
Chr12	19828481	19831364
Chr12	19832726	19837081
Chr12	19847661	19848330
Chr12	19848807	19851543
Chr12	19865367	19867837
Chr12	19871286	19872566
Chr12	19879631	19880914
Chr12	19885149	19885708
Chr12	19889417	19893264
Chr12	19894500	19895754
Chr12	19896366	19898638
Chr12	19904676	19906332
Chr12	19908065	19908544
Chr12	19910583	19911477
Chr12	19914307	19917975
Chr12	19921576	19927766
Chr12	19928361	19932848
Chr12	19944141	19946971
Chr12	19948088	19953218
Chr12	19954178	19955202
Chr12	19958864	19960414
Chr12	19976872	19986733
Chr12	19991426	19994401
Chr12	20005372	20008889
Chr12	20018555	20021302
Chr12	20028748	20032871
Chr12	20040074	20040821
Chr12	20042285	20043114
Chr12	20045554	20046313
Chr12	20052367	20053014
Chr12	20058249	20059540
Chr12	20061564	20066930
Chr12	20067137	20067787
Chr12	20076425	20079164
Chr12	20080388	20083537
Chr12	20084212	20088112
Chr12	20093814	20095262
Chr12	20100274	20103255
Chr12	20105721	20108020
Chr12	20118297	20118779
Chr12	20125264	20128306
Chr12	20134502	20137762
Chr12	20138135	20141194
Chr12	20165865	20168806
Chr12	20199015	20199758
Chr12	20201873	20202881
Chr12	20203068	20206119
Chr12	20227064	20227495
Chr12	20287886	20290957
Chr12	20291387	20291776
Chr12	20292893	20295410
Chr12	20296337	20297286
Chr12	20355607	20357012
Chr12	20371001	20372076
Chr12	20374903	20377257
Chr12	20390560	20391210
Chr12	20400287	20401560
Chr12	20404831	20405335
Chr12	20428632	20431557
Chr12	20452980	20453447
Chr12	20460169	20460926
Chr12	20460872	20461768
Chr12	20461923	20463497
Chr12	20469031	20470694
Chr12	20458930	20459603
Chr12	20603782	20605233
Chr12	20497847	20499860
Chr12	20503266	20509254
Chr12	20514770	20515834
Chr12	20531998	20533005
Chr12	20533005	20533727
Chr12	20534001	20534618
Chr12	20539950	20541110
Chr12	20548245	20548691
Chr12	20575896	20576480
Chr12	20577832	20581812
Chr12	20581661	20582218
Chr12	20582916	20583383
Chr12	20453492	20453869
Chr12	20697123	20697797
Chr12	20603768	20605588
Chr12	20617980	20624090
Chr12	20630160	20631072
Chr12	20635380	20635838
Chr12	20641716	20644530
Chr12	20637187	20637750
Chr12	20668402	20668923
Chr12	20659585	20660961
Chr12	20671414	20673144
Chr12	20675869	20679333
Chr12	20679182	20679739
Chr12	20696774	20698536
Chr12	20699934	20701405
Chr12	20728740	20732345
Chr12	20748799	20752135
Chr12	20753853	20754652
Chr12	20756845	20760591
Chr12	20768955	20773269
Chr12	20775090	20777529
Chr12	20779535	20780217
Chr12	20783936	20787340
Chr12	20788828	20792005
Chr12	20796047	20798683
Chr12	20801349	20805537
Chr12	20806080	20813363
Chr12	20814294	20816344
Chr12	20816416	20820771
Chr12	20828974	20831659
Chr12	20832874	20837934
Chr12	20838572	20842940
Chr12	20847972	20849838
Chr12	20850016	20851258
Chr12	20856359	20856820
Chr12	20861066	20863002
Chr12	20867801	20868954
Chr12	20869417	20871021
Chr12	20874049	20874708
Chr12	20876852	20877319
Chr12	20879560	20880033
Chr12	20884722	20886410
Chr12	20888185	20889121
Chr12	20889965	20899619
Chr12	20917570	20919246
Chr12	20928623	20931165
Chr12	20939318	20939712
Chr12	20972020	20974961
Chr12	20983237	20983779
Chr12	21020481	21021923
Chr12	21052769	21053775
Chr12	21060657	21061649
Chr12	21082889	21084978
Chr12	21098279	21098524
Chr12	21112445	21112976
Chr12	21136206	21138179
Chr12	21139036	21141043
Chr12	21187327	21188067
Chr12	21200705	21201379
Chr12	21203736	21203939
Chr12	21206935	21210286
Chr12	21210437	21214801
Chr12	21216320	21218986
Chr12	21220797	21226234
Chr12	21225806	21229422
Chr12	21230079	21235123
Chr12	21238232	21239733
Chr12	21240387	21243423
Chr12	21247569	21250227
Chr12	21254014	21257386
Chr12	21263365	21264063
Chr12	21268238	21270309
Chr12	21280550	21280994
Chr12	21283213	21285881
Chr12	21289180	21292786
Chr12	21292943	21297006
Chr12	21308655	21314965
Chr12	21315197	21320903
Chr12	21322246	21324440
Chr12	21324772	21327652
Chr12	21328818	21329129
Chr12	21330149	21337057
Chr12	21337513	21338221
Chr12	21339106	21339683
Chr12	21343673	21344011
Chr12	21389489	21390007
Chr12	21396472	21397383
Chr12	21413697	21414536
Chr12	21427292	21428129
Chr12	21429634	21431701
Chr12	21441265	21447716
Chr12	21454159	21455734
Chr12	21456301	21459958
Chr12	21469144	21469455
Chr12	21480112	21481075
Chr12	21488041	21493701
Chr12	21493823	21500844
Chr12	21503617	21504224
Chr12	21512089	21515656
Chr12	21526777	21528011
Chr12	21528717	21532861
Chr12	21541877	21542203
Chr12	21548686	21549678
Chr12	21554889	21555278
Chr12	21568373	21571189
Chr12	21571461	21572868
Chr12	21574131	21576743
Chr12	21577904	21581696
Chr12	21597415	21597801
Chr12	21602856	21603074
Chr12	21608809	21613513
Chr12	21614836	21617503
Chr12	21619787	21624694
Chr12	21625447	21629707
Chr12	21637135	21639265
Chr12	21640401	21641720
Chr12	21648123	21653570
Chr12	21654943	21659204
Chr12	21660651	21666897
Chr12	21666234	21669379
Chr12	21673815	21678531
Chr12	21691609	21692695
Chr12	21692667	21695598
Chr12	21699858	21700997
Chr12	21702425	21703852
Chr12	21711240	21713859
Chr12	21737908	21741352
Chr12	21766844	21767266
Chr12	21780299	21780619
Chr12	21805080	21806479
Chr12	21834289	21834838
Chr12	21836335	21837228
Chr12	21844264	21845012
Chr12	21857143	21857388
Chr12	21869771	21871413
Chr12	21873069	21877362
Chr12	21881810	21883709
Chr12	21889585	21890486
Chr12	21973021	21975897
Chr12	21988160	21992530
Chr12	21995080	21996942
Chr12	22002856	22003347
Chr12	22010418	22012198
Chr12	22042992	22043336
Chr12	22047697	22054209
Chr12	22089434	22091866
Chr12	22097996	22099838
Chr12	22100818	22101538
Chr12	22101949	22102761
Chr12	22126680	22133896
Chr12	22132798	22136895
Chr12	22143647	22146665
Chr12	22149538	22150526
Chr12	22161393	22162448
Chr12	22163661	22169820
Chr12	22173282	22180501
Chr12	22182885	22189908
Chr12	22193317	22193882
Chr12	22197918	22198462
Chr12	22202839	22203440
Chr12	22213880	22218978
Chr12	22226210	22226491
Chr12	22229889	22233208
Chr12	22237801	22239178
Chr12	22244764	22246792
Chr12	22248470	22249456
Chr12	22252381	22254735
Chr12	22260206	22263792
Chr12	22283908	22284780
Chr12	22287806	22290761
Chr12	22291142	22294802
Chr12	22296518	22301885
Chr12	22305098	22305624
Chr12	22320607	22325353
Chr12	22328234	22334884
Chr12	22338130	22339053
Chr12	22371069	22373616
Chr12	22375118	22375360
Chr12	22393304	22397383
Chr12	22417223	22419265
Chr12	22419758	22427185
Chr12	22428186	22429098
Chr12	22429351	22431800
Chr12	22447777	22449274
Chr12	22457228	22461984
Chr12	22466362	22469275
Chr12	22477070	22481287
Chr12	22482154	22482823
Chr12	22483691	22484604
Chr12	22487337	22492402
Chr12	22497534	22502497
Chr12	22505363	22505929
Chr12	22507721	22510600
Chr12	22511489	22514907
Chr12	22518859	22529230
Chr12	22530214	22534974
Chr12	22561344	22561668
Chr12	22572806	22576289
Chr12	22578195	22578735
Chr12	22580778	22581972
Chr12	22585181	22586562
Chr12	22591676	22593522
Chr12	22595369	22597000
Chr12	22597815	22599178
Chr12	22599952	22601258
Chr12	22602880	22607315
Chr12	22616762	22622376
Chr12	22628759	22633083
Chr12	22635834	22640197
Chr12	22641390	22643087
Chr12	22648120	22656270
Chr12	22656374	22662600
Chr12	22662837	22663343
Chr12	22667587	22668048
Chr12	22670996	22671700
Chr12	22675989	22677251
Chr12	22690151	22692591
Chr12	22710810	22713349
Chr12	22716270	22718698
Chr12	22719442	22719696
Chr12	22721867	22722193
Chr12	22723143	22726843
Chr12	22730840	22733722
Chr12	22743338	22743855
Chr12	22750411	22751798
Chr12	22772903	22774713
Chr12	22782254	22785775
Chr12	22806032	22809718
Chr12	22812184	22820994
Chr12	22824580	22827572
Chr12	22842364	22846061
Chr12	22854611	22860200
Chr12	22867479	22870037
Chr12	22872891	22877659
Chr12	22882199	22886341
Chr12	22920107	22923778
Chr12	22924904	22927859
Chr12	22934817	22936818
Chr12	22939746	22943722
Chr12	22946630	22948103
Chr12	22948365	22951096
Chr12	22951705	22953983
Chr12	22954069	22959404
Chr12	22967365	22968660
Chr12	22967916	22968353
Chr12	22969387	22972317
Chr12	22972922	22976343
Chr12	22980342	22982338
Chr12	22995718	22998524
Chr12	22999868	23000959
Chr12	23002211	23004263
Chr12	23015819	23017657
Chr12	23030653	23035532
Chr12	23036695	23038324
Chr12	23042111	23045067
Chr12	23048705	23053324
Chr12	23054322	23055565
